name	id	artworks	associated_periods_or_movements	art_forms	art_series
Thomas Wijck	/guid/9202a8c04000641f800000000a84c947			Painting	
Franz Anatol Wyss	/guid/9202a8c04000641f800000000b531544			Painting	
Martin Disteli	/guid/9202a8c04000641f800000000b50cc21			Painting	
Antonio de Pereda	/guid/9202a8c04000641f8000000007d045c5		Baroque		
Patricio Cueva Jaramillo	/guid/9202a8c04000641f8000000008132ca5			Painting	
Ye Xin	/guid/9202a8c04000641f8000000008d2b19b				
Yoshiyuki Nishi	/guid/9202a8c04000641f80000000093e225d				
Jacques d'Arthois	/guid/9202a8c04000641f8000000009d8ef00		Baroque		
Bian Jingzhao	/guid/9202a8c04000641f800000000875a33d				
Danny Malboeuf	/guid/9202a8c04000641f800000000909835c				
Yoshinobu Nishizaki	/guid/9202a8c04000641f8000000009278cf2				
John McKenzie	/guid/9202a8c04000641f800000000802fa35			Painting	
Franz Defregger	/guid/9202a8c04000641f8000000008ea3c24				
Gwen Creighton Lux	/guid/9202a8c04000641f8000000007b7abc5				
Ni Yuanlu	/guid/9202a8c04000641f8000000008d13743				
Carl Rungius	/guid/9202a8c04000641f8000000008e86e40				
Kate Perugini	/guid/9202a8c04000641f800000000965456f				
Caro Niederer	/guid/9202a8c04000641f8000000009414f9b			Painting	
George Hardy	/guid/9202a8c04000641f80000000083d00f3				
Mimi Gross	/guid/9202a8c04000641f80000000087586aa				
Myazin	/guid/9202a8c04000641f800000000803eca5				
Patrick Hill	/guid/9202a8c04000641f8000000007d43ad9				
Avi Schwartz	/guid/9202a8c04000641f8000000009d5b0b9			Painting	
Bastiano Mainardi	/guid/9202a8c04000641f80000000087a93ca				
Georgette Seabrooke	/guid/9202a8c04000641f8000000008bd1386				
Elisabeth Jerichau-Baumann	/guid/9202a8c04000641f8000000008750a39			Painting	
Carl August Heinrich Ferdinand Oesterley	/guid/9202a8c04000641f800000000905a66b				
Andries van Eertvelt	/guid/9202a8c04000641f8000000009d8ee3a		Baroque		
Master of the Antiphonal Q of San Giorgio Maggiore	/guid/9202a8c04000641f800000000861aff0				
Ludovicus Finson	/guid/9202a8c04000641f8000000009d8ede6		Baroque		
Choy Weng Yang	/guid/9202a8c04000641f8000000007b703b4			Drawing,Painting	
Sam Hughes	/guid/9202a8c04000641f8000000008125def				
Bobby Holcomb	/guid/9202a8c04000641f8000000007d9cbf1				
Jin Tingbiao	/guid/9202a8c04000641f80000000087cbe16				
Gustave Henry Mosler	/guid/9202a8c04000641f800000000074b6dc			Painting	
Huang Quan	/guid/9202a8c04000641f80000000009722bc				
Hyacinthe Rigaud	/guid/9202a8c04000641f80000000000764c9		Baroque	Painting	
Józef Marian Chełmoński	/guid/9202a8c04000641f8000000000266fcb				
Joni Eareckson Tada	/guid/9202a8c04000641f80000000009cbc0d				
Mordecai Ardon	/guid/9202a8c04000641f80000000002a91c8				
Louis Kahan	/guid/9202a8c04000641f80000000008520cc				
John Longstaff	/guid/9202a8c04000641f800000000076ea1b				
Jean-François Millet	/guid/9202a8c04000641f800000000002145b	Portrait de Paul Francois Collot marchant de nouveautés,The Angelus,Meules, Automne,Le Printemps,Charles Feuardent,Pauline Ono,Femme nue couchée,Le Bouquet de marguerites,Le Repos des faneurs,Le Retour du troupeau,Portrait de Maître Valmont notaire à Cherbourg,The Gleaners,Le Vanneur,Paysanne allaitant,Catherine-Clémence Roumy,Le Semeur,Les Planteurs de pommes de terre,La Méridienne,L'Église de Gréville,Haystacks: Autumn,La petite Bergère	Realism,Barbizon school	Painting,Sculpture	
Peter Nicolai Arbo	/guid/9202a8c04000641f80000000006a13e5				
Albert Edelfelt	/guid/9202a8c04000641f8000000000160919	Self Portrait	Realism	Painting	
Frances MacDonald	/guid/9202a8c04000641f8000000000a0309c				
André François	/guid/9202a8c04000641f8000000000990b8b			Painting	
Pedro León Zapata	/guid/9202a8c04000641f8000000000c3d9f2				
Anne Dunn	/guid/9202a8c04000641f800000000053445d			Painting	
Zhou Fang	/guid/9202a8c04000641f80000000006b4dcd				
Bernard van Orley	/guid/9202a8c04000641f8000000000347a49			Painting	
Marcelle Ferron	/guid/9202a8c04000641f80000000001558d0			Painting	
Anton Refregier	/guid/9202a8c04000641f8000000000c4935c				
Jean Goujon	/guid/9202a8c04000641f800000000076f481	Saint Marc	French Renaissance		
Simon Hantaï	/guid/9202a8c04000641f8000000000aeed1f			Painting	
Frederick Scott Archer	/guid/9202a8c04000641f8000000000351893				
Vangjush Mio	/guid/9202a8c04000641f8000000000517ab6			Painting	
Wojciech Gerson	/guid/9202a8c04000641f8000000000baf07f			Painting	
George Wharton Edwards	/guid/9202a8c04000641f80000000005aad28		Impressionism	Painting	
Jason Cruz	/guid/9202a8c04000641f800000000081a169				
Anton Graff	/guid/9202a8c04000641f80000000005ac379			Painting	
Georges Rochegrosse	/guid/9202a8c04000641f8000000000bb08b5		Academic art		
Raphaelle Peale	/guid/9202a8c04000641f8000000000656554	Still Life - Strawberries, Nuts, &c.			
Oh! great	/guid/9202a8c04000641f800000000065255a				
Duccio	/guid/9202a8c04000641f800000000016e1e6	Maestà,Madonna and Child,Maestà	Sienese School	Painting	
Arthur Lismer	/guid/9202a8c04000641f8000000000231927			Painting	
Victor Hammer	/guid/9202a8c04000641f80000000007089ec				
Adrian Ward	/guid/9202a8c04000641f800000000070a185				
Piero Pollaiuolo	/guid/9202a8c04000641f800000000017f332			Painting	
Brian Heydn	/guid/9202a8c04000641f8000000000ba46de				
Georg Daniel Schultz	/guid/9202a8c04000641f800000000005f422		Baroque	Painting	
Jacob de Wit	/guid/9202a8c04000641f80000000003847a9				
Wen Tong	/guid/9202a8c04000641f80000000003869cb				
Alfredo Keil	/guid/9202a8c04000641f8000000000576327			Painting	
Charles-Amédée-Philippe van Loo	/guid/9202a8c04000641f80000000005fa119			Painting	
Guggi	/guid/9202a8c04000641f80000000008f1616				
Sobha Singh	/guid/9202a8c04000641f8000000000c70807				
Shiro Amano	/guid/9202a8c04000641f8000000000a86ac1				
Yukiru Sugisaki	/guid/9202a8c04000641f80000000004da293				
Dattilo Rubbo	/guid/9202a8c04000641f8000000000865518				
Najat Makki	/guid/9202a8c04000641f8000000000563c0c			Painting	
Lewis Hine	/guid/9202a8c04000641f800000000017d6b7	Power house mechanic working on steam pump,Ivey Mill. Little one, 3 years old,Woman with Folded Headdress, Ellis Island, NY,Two Boys in a Mill,Three Girls in a Factory,The Cop settles a dispute for the boys, N.Y. West Side,Doffer in Cotton Mill,Untitled,An Alert Young Newsboy Seeking a Customer, New York City,Boy Holding Boxes,Untitled (Newsboys at Night, Rochester, New York),Italian Family Looking for Lost Baggage, Ellis Island, New York,A Waif in Orphan Asylum near Pittsburgh,West Virginia,Untitled (Childworkers, North Carolina),Sweepers and Mule-Room Boys, River Point, Rhode Island,In the Mill,Untitled (Sardine Packing Factory),Woman Carrying Flowers Home, NY,Some of the doffers and the Supt,Empire State Building Construction,A little spinner in the Mollahan Mills, Newberry, S.C.,Exhibition Panel,Boys on Cart, Boston, Massachusetts,Girl with Knife and Fish,Old-timer, keeping up with the boys,Boy Demonstrating Ties,Climbing Into the Promised Land, Ellis Island, New York,Newsboy, New York,Addie Card, 12 years,Italian Immigrant, East Side, New York City,Rose Biodo, Philadelphia, 10 years old		Photography	
Graham Sutherland	/guid/9202a8c04000641f80000000002f5720			Painting	
Norval Morrisseau	/guid/9202a8c04000641f8000000000256308			Painting	
Yusuf Arakkal	/guid/9202a8c04000641f8000000000a0b80e				
Charles Henri Ford	/guid/9202a8c04000641f800000000074b65d				
Hokusai	/guid/9202a8c04000641f8000000000056da4	Red Fuji,Black Fuji,Feminine Wave,The Great Wave off Kanagawa,The Dream of the Fisherman's Wife,Masculine Wave,Travellers Crossing the Oi River		Painting,Printmaking	One Hundred Views of Mount Fuji,Hokusai Manga,36 Views of Mount Fuji
Vebjørn Sand	/guid/9202a8c04000641f8000000000ebb487			Painting	
Ádám Mányoki	/guid/9202a8c04000641f8000000000e78d6f				
Joash Woodrow	/guid/9202a8c04000641f8000000000b40020			Painting	
Hayami Gyoshu	/guid/9202a8c04000641f8000000000f182e4			Painting	
Fua Haripitak	/guid/9202a8c04000641f8000000000d829f5				
Reinier Nooms	/guid/9202a8c04000641f8000000000f355c0		Baroque		
Grace Hudson	/guid/9202a8c04000641f8000000000bdaed0				
Nikolay Karazin	/guid/9202a8c04000641f8000000000f0255a				
Willoughby Sharp	/guid/9202a8c04000641f8000000000aa144b	Einstein's Eye,Earth Art,Stay!,Earthscopes,Saskia		Video art	
Xavier Blum Pinto	/guid/9202a8c04000641f8000000000cbd6b1				
Konstantin Pankov	/guid/9202a8c04000641f8000000000d023f7				
Elizabeth McGrath	/guid/9202a8c04000641f8000000000ebbf29				
Geraldine Swayne	/guid/9202a8c04000641f8000000000add22b				
Mariano Andreu	/guid/9202a8c04000641f8000000000dda462				
Edgar Bundy	/guid/9202a8c04000641f8000000000e30b07				
Jacob Kramer	/guid/9202a8c04000641f8000000000badb02			Painting	
Lynn Okamoto	/guid/9202a8c04000641f8000000000af9e0b				
Bojan Šarčević	/guid/9202a8c04000641f8000000000e8dd6d		Contemporary art		
Alfred Munnings	/guid/9202a8c04000641f8000000000e97454				
Jon Gnagy	/guid/9202a8c04000641f8000000000bbe932				
Murray Devlin	/guid/9202a8c04000641f8000000000c85b72			Painting	
Yukimaru Katsura	/guid/9202a8c04000641f8000000000cacf65				
Cath	/guid/9202a8c04000641f8000000008c102b6			Painting,Installation art,Drawing,Net Art	
Louis de Boullogne	/guid/9202a8c04000641f800000000a20ee06				
Frances Lennon	/guid/9202a8c04000641f80000000083b35c2			Painting	
Eleanore Mikus	/guid/9202a8c04000641f8000000008d10820				
Eucharides Painter	/guid/9202a8c04000641f80000000087c5e7c				
Jacques de Stella	/guid/9202a8c04000641f8000000009d8ee5e		Baroque		
Jeff Sheng	/guid/9202a8c04000641f80000000083865d2				
Manuel Garcia y Rodriguez	/guid/9202a8c04000641f800000000a2153c6				
Dirck van Delen	/guid/9202a8c04000641f8000000009d8eeaf		Baroque		
Theodore Butler	/guid/9202a8c04000641f8000000009ceaf62		Impressionism		
Jackson Lee Nesbitt	/guid/9202a8c04000641f800000000861e5e3				
Cornelis van der Voort	/guid/9202a8c04000641f800000000861cb9b				
Egbert van der Poel	/guid/9202a8c04000641f8000000009d8ef52		Baroque		
Marnie Weber	/guid/9202a8c04000641f800000000812b022			Sculpture,Photography	
Nikolay Anokhin	/guid/9202a8c04000641f800000000876aea2				
Andrzej Kowalski	/guid/9202a8c04000641f8000000009f014d1			Painting	
Adrien-Jean Le Mayeur	/guid/9202a8c04000641f8000000008bdb7cf			Painting	
Jen Stark	/guid/9202a8c04000641f8000000008629b80				
Antoine Brice	/guid/9202a8c04000641f8000000009263b98				
Satake Shozan	/guid/9202a8c04000641f800000000572980f				
Vincent Pepi	/guid/9202a8c04000641f80000000055dcd2b		Abstract expressionism	Painting	
Bill Meyer	/guid/9202a8c04000641f80000000055bf25f			Painting	
Gerolamo Giovenone	/guid/9202a8c04000641f8000000005683507			Painting	
François Vincent Latil	/guid/9202a8c04000641f8000000005a90945				
Pier Francesco Battistelli	/guid/9202a8c04000641f8000000005aa9220			Painting	
Tomo Matsumoto	/guid/9202a8c04000641f80000000045ef496				
Michele Desubleo	/guid/9202a8c04000641f80000000047114b7		Baroque	Painting	
Louise Germain	/guid/9202a8c04000641f8000000005c015c4				
David Klöcker Ehrenstrahl	/guid/9202a8c04000641f80000000056055ff			Painting	
Nuha al-Radi	/guid/9202a8c04000641f80000000047277bd			Painting	
Rie Takada	/guid/9202a8c04000641f80000000046470f2				
Victor Millonzi	/guid/9202a8c04000641f80000000056364c5				
Gaspare Celio	/guid/9202a8c04000641f8000000005796039				
Frank Bowling	/guid/9202a8c04000641f8000000004664468			Painting	
Mohan Samant	/guid/9202a8c04000641f80000000055a9a11			Painting	
Johan Richter	/guid/9202a8c04000641f80000000046a0649				
Agostino Bonisoli	/guid/9202a8c04000641f800000000563fd3d			Painting	
Sachida Nagdev	/guid/9202a8c04000641f8000000005721930				
Robert William Wood	/guid/9202a8c04000641f800000000465ef14				
Richard Hunt	/guid/9202a8c04000641f8000000004848b1d			Sculpture	
Nancy Borlase	/guid/9202a8c04000641f800000000483ac3f			Painting	
Ay-O	/guid/9202a8c04000641f800000000479ff9c			Painting	
Kō Yaginuma	/guid/9202a8c04000641f8000000005696821				
Ion Valentin Anestin	/guid/9202a8c04000641f80000000056b3677			Painting	
Nicolas Bernard Lépicié	/guid/9202a8c04000641f80000000047c5adc				
Brad Maglinger	/guid/9202a8c04000641f800000000484b78f			Painting	
Paolo Antonio Paderna	/guid/9202a8c04000641f800000000576e1a5			Painting	
Teresa Scannabecchi	/guid/9202a8c04000641f8000000005c4e210			Painting	
Georgios Jakobides	/guid/9202a8c04000641f8000000005775473		Naturalism	Sculpture,Painting	
Keiko Nishi	/guid/9202a8c04000641f8000000005ae65d7				
George Asakura	/guid/9202a8c04000641f80000000047ebade				
Anna Gaskell	/guid/9202a8c04000641f8000000004ff2dd7				
Robert Dampier	/guid/9202a8c04000641f8000000005763cc3			Painting	
Franois Clouet, follower of	/guid/9202a8c04000641f8000000007653550	Portrait of Elizabeth of Austria, Wife of King Charles IX of France			
Clara Elsene Peck	/guid/9202a8c04000641f8000000008bc5548		Pre-Raphaelite Brotherhood,American Impressionism	Painting	
Hubert Robert, Style of	/guid/9202a8c04000641f80000000076534ad	Colonnade and Gardens of the Medici Palace			
Cornelius and Company	/guid/9202a8c04000641f800000000765345c	Pair of Sinumbra Lamps			
Andrea Riccio (Style of)	/guid/9202a8c04000641f8000000007653270	Dancing Satyr on Triangular Socle			
Ephraim Brasher	/guid/9202a8c04000641f8000000007653242	Urn with Cover			
Richard Merkin	/guid/9202a8c04000641f8000000009079354			Painting	
William James Stillman	/guid/9202a8c04000641f800000000763cce9	North Porch, Erechtheion, Acropolis, Athens,Untitled [Part of Frieze of the Parthenon]			
Judith Turner	/guid/9202a8c04000641f800000000763cb51	Peter Eisenman, Architect, House VI, Frank Residence, Cornwall, Connecti...			
Peter Rose Pulham	/guid/9202a8c04000641f800000000763ca8b	Untitled [Fashion Photograph with Gloves]			
Charles Despiau	/guid/9202a8c04000641f800000000763c2be	Mademoiselle B.,Adolescent Girl,Young Girl			
Josef Breitenbach	/guid/9202a8c04000641f800000000763c0d2	Gargoyle, Notre Dame			
Louis-Emile Durandelle	/guid/9202a8c04000641f800000000763be44	Construction of Sacr√©-Coeur,Chapiteau des colonnes et des pilastres de la salle, plate 30, from ...,Masques du vestibule circulaire, plate 36, from Le Nouvel Op√©ra de ...,Chapiteau des colonnes supportant la 1 re volee du grand escalier, plate 26,...,Masked Figures from the Paris Opera House,Chapiteau des colonnes du grand foyer, plate 28, from ...,Chapiteau des colonnes du vestibule, plate 24, from Le Nouvel Op√©ra de ...,Masques du vestibule circulaire, plate 35, from Le Nouvel Op√©ra de ...,Decorative Details from the Paris Opera House			
Nicholas Nixon	/guid/9202a8c04000641f800000000763bd7e	The Brown Sisters, Wellesley College,The Brown Sisters, New Canaan, Connecticut,Nina and John SZ,Linden Street, East Cambridge,View of Midtown from 48th Street, New York City,The Brown Sisters, Brewster, Mass.,The Brown Sisters, Cataumet, Mass.,Poolside, La Fonda Hotel, Santa Fe,The Brown Sisters, Marblehead, Mass.,The Brown Sisters, Cataumet, Mass.,Allentown, Pennsylvania,Suzanne Richardson, Boston,John Grady and Tesair Lauve, Cambridge,Cambridge,View of the River Street Bridge, Storrow Drive, and the Charles River, Boston...,The Brown Sisters, Ipswich, Mass.,Halo, Kentucky,Yazoo City, Mississippi,Kinnaird Street, Cambridge,View of the Church of the Covenant, Boston,Cypress Street, Oakland, California,Friendly, West Virginia,The Brown Sisters, Allston, MA,Taunton Avenue, Hyde Park, Massachusetts			
Martin Bruehl	/guid/9202a8c04000641f800000000763bbb5	Untitled [Grain Elevator]			
Melissa Pokorny	/guid/9202a8c04000641f800000000763bb36	In the Garden (Grotto)			
Kendell Geers	/guid/9202a8c04000641f8000000008133164		Conceptual art		
Michael Cronan	/guid/9202a8c04000641f800000000763b86e	California College of Arts & Crafts Catalogue,California College of Arts & Crafts Catalogue,California College of Arts & Crafts Poster [folded],California College of Arts & Crafts Poster,California College of Arts & Crafts Poster,California College of Arts & Crafts Poster,California College of Arts & Crafts Poster [folded],California College of Arts & Crafts Catalogue,California College of Arts & Crafts Poster [folded]			
Giovanni Anselmo	/guid/9202a8c04000641f800000000763b6a5	Grigi che si alleggeriscono verso oltrem√†re (Grays Lightening toward...,Torsion			
Charles Marville	/guid/9202a8c04000641f800000000763b626	Rue des Bourdonnais,Untitled [Reproduction of,Rue Lamartine (de Notre-Dame-de-Lorette),Rue de la Montagne-Sainte-Genevi√®ve...,Cathedrale de Troyes (Troyes Cathedral),Fragment du Grand Portail de la Cathedrale d'Amiens [Portion of the Great...],Parc Monceau. Rivi√®re et pont. ( Monceau Park. River and Bridge.),√âglise en restauration (Church under Construction),Bois de Boulogne			
Andr√© Adolphe-Eug√®ne Disd√©ri	/guid/9202a8c04000641f800000000763b318	Paris Commune,Michaux sur son v√©locip√®de (Michaux on His Bicycle),Ruins of the Pont de Sevres			
Paul Grotz	/guid/9202a8c04000641f800000000763b10b	Walker Evans Photographing the Construction of the Chrysler Building			
Kathryn Spence	/guid/9202a8c04000641f800000000763b0b7	Untitled (Pigeons, Sparrows & Blackbirds)			
Romuald Socha	/guid/9202a8c04000641f800000000763ae85	Godzilla on Monster Island			
William Anders	/guid/9202a8c04000641f800000000763ab77	Earthrise Seen for the First Time By Human Eyes, from the series...			
Thomas Lukis Mansell	/guid/9202a8c04000641f800000000763a947	Highland Cottage, Village of Ardnah√®rra, Loch Fine, Argyleshire			
Wilhelm Lindenschmit the Younger	/guid/9202a8c04000641f800000000861c5d8				
Julius Podlipny	/guid/9202a8c04000641f800000000960bda2				
Ju Chao	/guid/9202a8c04000641f80000000087718ac				
Binh Danh	/guid/9202a8c04000641f8000000007b50105				
Sheng Mao	/guid/9202a8c04000641f8000000008d1a15c				
Paul Citroen	/guid/9202a8c04000641f8000000009633f16				
Zeng Jing	/guid/9202a8c04000641f8000000008d1b9c3				
George Saru	/guid/9202a8c04000641f8000000008d2c388				
Lyubov Popova	/guid/9202a8c04000641f80000000076b8e80	Painterly Architectonic,Subject From a Dyer's Shop			
Jose Clemente Orozco	/guid/9202a8c04000641f80000000076b90e0	Dive Bomber and Tank,The Subway,Zapatistas			
Adamo Macri	/guid/9202a8c04000641f8000000008396595	No Wattle No Comb,Still Life,Clandestine,The Passionate Twin Chefs,Verboten,One Onion Canon,Exuviae,Jahrfish,Slide	Contemporary art	Sculpture,Mixed Media,Concept art,Installation art,Video art	
Andrej Bicenko	/guid/9202a8c04000641f8000000009414a94			Painting,Mural	
Leo Whelan	/guid/9202a8c04000641f8000000007b67fe9			Painting	
Zhang Yin	/guid/9202a8c04000641f80000000087a9c50				
Sheri Martinelli	/guid/9202a8c04000641f8000000008e86e61				
George Goodwin Kilburne	/guid/9202a8c04000641f8000000008ed138f				
Francisco Romano Guillemin	/guid/9202a8c04000641f8000000008bed524				
Benjamin Prins	/guid/9202a8c04000641f800000000803071c			Painting,Drawing	
Hermann Niebuhr	/guid/9202a8c04000641f8000000008bcfe2c				
Gojmir Anton Kos	/guid/9202a8c04000641f8000000008037544		Expressionism,Art Nouveau	Painting	
Yutaka Nanten	/guid/9202a8c04000641f8000000008049283				
Harriet Hosmer	/guid/9202a8c04000641f80000000076540e7	Zenobia, Queen of Palmyra			
Evert Pieters	/guid/9202a8c04000641f8000000007653e59	A Family Meal			
Jacob Cornelisz. van Oostsanen and workshop	/guid/9202a8c04000641f8000000007653ccb	The Adoration of the Christ Child,Saint Matthias (?) and a Donor; Saint Andrew (reverse)			
Hermann Dudley Murphy	/guid/9202a8c04000641f8000000007653bf8	Henry Ossawa Tanner			
Workshop of Dieric Bouts	/guid/9202a8c04000641f8000000007653830	Mourning Virgin (Mater Dolorosa)			
Diego Rodriguez de Velzquez (workshop piece after)	/guid/9202a8c04000641f800000000765376a	Portrait of Philip IV			
Roger N. Swales	/guid/9202a8c04000641f800000000d0a2c65	Kettle HD 2001			
Evgeniya Barakina	/guid/9202a8c04000641f800000000c40ea85				
Blake Paul Neubert	/guid/9202a8c04000641f800000000c40541f			Painting	
Seiya Ohta	/guid/9202a8c04000641f800000000d0a1796	Coolwall Toaster HD 2000,Citrus Press HD 2003			
Susan Penelope Rosse	/guid/9202a8c04000641f800000000ab58a9f				
Paul Fontaine, American painter	/guid/9202a8c04000641f800000000beb0dde				
Rebecca Arthy	/guid/9202a8c04000641f800000000bdb7af2	Post Industrial Fleet	CREW*31		
Erik Hoppe	/guid/9202a8c04000641f800000000a21e886				
Yuri Padal	/guid/9202a8c04000641f800000000aa10c4b				
Peter Birmann	/guid/9202a8c04000641f800000000b53fa44			Painting	
James Cochran	/guid/9202a8c04000641f800000000bef2719				
Alfredo Ramos Martínez	/guid/9202a8c04000641f800000000af222a7				
Gintaras Sodeika	/guid/9202a8c04000641f800000000b51ab1a			Painting	
Jan Matulka	/guid/9202a8c04000641f800000000b3cadd3		Modernism	Painting	
Bronislovas Rudys	/guid/9202a8c04000641f800000000b5526a7				
Georg Melchior Kraus	/guid/9202a8c04000641f800000000a496314				
Agnes Slott-Møller	/guid/9202a8c04000641f800000000c3eb7a3				
Charlotte Weiss	/guid/9202a8c04000641f800000000b521d38			Painting	
Richard Wright	/guid/9202a8c04000641f800000000bec47c6				
Heinrich Anton Müller	/guid/9202a8c04000641f800000000b5423b0			Painting	
José Moreno Carbonero	/guid/9202a8c04000641f800000000c402911				
Domenico Piola	/guid/9202a8c04000641f8000000004831a19		Baroque	Painting	
Nikolai Sverchkov	/guid/9202a8c04000641f80000000046c05ed				
Harriet Powers	/guid/9202a8c04000641f800000000468435f				
Lisa Steele	/guid/9202a8c04000641f80000000046748e2			Video art	
David Campbell Wilson	/guid/9202a8c04000641f80000000046601e2				
Giovan Battista Langetti	/guid/9202a8c04000641f8000000004676676		Baroque	Painting	
Nicolas Neufchatel	/guid/9202a8c04000641f80000000046b59e4			Painting	
John O'Neil	/guid/9202a8c04000641f80000000047535ab				
César Martínez	/guid/9202a8c04000641f800000000463c492			Painting	
Joseph Nawahi	/guid/9202a8c04000641f80000000047926d1				
Elmar Peintner	/guid/9202a8c04000641f8000000004835e22				
Tani Bunchō	/guid/9202a8c04000641f80000000046e6c47				
Ralph Bacerra	/guid/9202a8c04000641f8000000004761c6e				
Woody Crumbo	/guid/9202a8c04000641f80000000046bc91d				
Ralph Gibson	/guid/9202a8c04000641f800000000468bdef	Untitled (Woman's Face Half-Hidden in Shadow),Untitled: Motorcyclist seen through car window			
Tee Corinne	/guid/9202a8c04000641f80000000055875c3				
Levan Lagidze	/guid/9202a8c04000641f80000000048301a2			Painting	
Zeuxippus of Heraclea	/guid/9202a8c04000641f8000000005594082			Painting	
Amélie Helga Lundahl	/guid/9202a8c04000641f8000000004824c57			Painting	
Duffy Ayers	/guid/9202a8c04000641f80000000047ff048				
Kingsley Sambo	/guid/9202a8c04000641f8000000004720874			Painting	
António Dacosta	/guid/9202a8c04000641f80000000046a5fc8				
Feliks Sypniewski	/guid/9202a8c04000641f800000000482a218			Painting	
Maureen May	/guid/9202a8c04000641f80000000046dd2de			Painting	
Cornelis Engelbrechtsz	/guid/9202a8c04000641f80000000045e7a5a				
Mark Ulriksen	/guid/9202a8c04000641f8000000004701785				
Georges Hector	/guid/9202a8c04000641f80000000046988f2				
Ged Quinn	/guid/9202a8c04000641f800000000470827e				
Ajaz Anwar	/guid/9202a8c04000641f80000000055afeb3			Painting	
Fran Reed	/guid/9202a8c04000641f800000000941d7df				
Leonardo Nierman	/guid/9202a8c04000641f8000000008bc3d48				
Siglinde Kallnbach	/guid/9202a8c04000641f8000000008761594				
Ludwig von Herterich	/guid/9202a8c04000641f80000000090a2c3d				
Yuhki Kamatani	/guid/9202a8c04000641f80000000087c92bc				
Robert Hodgins	/guid/9202a8c04000641f8000000008762c4f				
Mario Titi	/guid/9202a8c04000641f8000000008759270		Futurism	Painting	
H. Gustave Hiller	/guid/9202a8c04000641f8000000009407f40				
Martial Raysse	/guid/9202a8c04000641f80000000087bd5f3		New realism		
Albert Eckhout	/guid/9202a8c04000641f80000000087bf212				
Vytautas Kazimieras Jonynas	/guid/9202a8c04000641f8000000008e0802e			Painting	
Joseph Pollet	/guid/9202a8c04000641f8000000008e01a45			Painting	
David Prentice	/guid/9202a8c04000641f8000000007d894d3				
Ādams Alksnis	/guid/9202a8c04000641f8000000007b7ffeb			Painting	
Leah Singer	/guid/9202a8c04000641f80000000087d00f9				
Clarence Tillenius	/guid/9202a8c04000641f8000000007b5f0b0				
Song Maojin	/guid/9202a8c04000641f8000000008cf02bd				
Bruno Fonseca	/guid/9202a8c04000641f8000000008be04b8			Sculpture,Painting	
Raymond Jonson	/guid/9202a8c04000641f800000000861eb2c				
Robert Seymour	/guid/9202a8c04000641f8000000008bc84de				
Ryan Johnson	/guid/9202a8c04000641f8000000007d43c86				
Hatice Guleryuz	/guid/9202a8c04000641f8000000008e0f256			Drawing,Photography	
Abraham Hendrickz. van Beyeren	/guid/9202a8c04000641f8000000009d8ef37		Baroque		
George Bernard O'Neill	/guid/9202a8c04000641f8000000008138570				
Adolf Ulric Wertmüller	/guid/9202a8c04000641f800000000942d0c8				
Josep-Enric Balaguer	/guid/9202a8c04000641f8000000008d2b886				
Matthew Moskowitz	/guid/9202a8c04000641f80000000081199cc				
Ferreira Louis Marius	/guid/9202a8c04000641f8000000009d3307d		Naïve art		
Albert Irvin	/guid/9202a8c04000641f8000000008799734				
El Moises	/guid/9202a8c04000641f80000000087a1c09				
Richard B. Gruelle	/guid/9202a8c04000641f8000000009ceaf47		Impressionism		
Sandor Camille	/guid/9202a8c04000641f8000000007d03449			Painting	
Master of the Washington Coronation	/guid/9202a8c04000641f800000000941e3ff				
Janusz Janowski	/guid/9202a8c04000641f8000000009080dc9				
Natalie Blake	/guid/9202a8c04000641f8000000009fbb0ca			Ceramics	
Master of the Litoměřice Altarpiece	/guid/9202a8c04000641f8000000008e11626				
Jean-Joseph Taillasson	/guid/9202a8c04000641f8000000007d95d0d				
Alexander (Sandro) Antadze	/guid/9202a8c04000641f8000000009d4aa52				
Thomas Blanchet	/guid/9202a8c04000641f8000000009ee07fe				
Florence Claxton	/guid/9202a8c04000641f800000000963dbd3				
Terry Wolverton	/guid/9202a8c04000641f8000000007d66dcd				
Jacob Hogers	/guid/9202a8c04000641f8000000009d8ef09		Baroque		
Antoni Piotrowski	/guid/9202a8c04000641f800000000942552a				
Ugolino di Nerio (Attributed to)	/guid/9202a8c04000641f8000000007653494	Virgin and Child Enthroned with Saints Peter, Paul, John the Baptist, Dominic and a Donor			
Gaspare Bazzani	/guid/9202a8c04000641f8000000005aaa557				
José Tomás Errázuriz	/guid/9202a8c04000641f8000000006b7e1aa				
Bonaventura Berlinghieri	/guid/9202a8c04000641f8000000006bf9e0c			Painting	
Jiri Meitner	/guid/9202a8c04000641f8000000005beb3e8			Painting	
Romeo Villalva Tabuena	/guid/9202a8c04000641f8000000006c3d635			Painting	
Susan Silton	/guid/9202a8c04000641f800000000763b451	Tornado in a Box			
Egon von Vietinghoff	/guid/9202a8c04000641f8000000005b2b76c			Painting	
Boston and Sandwich Glass Company	/guid/9202a8c04000641f800000000765407f	Double-Plated Lamp			
Stanislaw Ignacy Witkiewicz	/guid/9202a8c04000641f800000000763bfa0	Self-Portrait, Zakopane			
Chambey	/guid/9202a8c04000641f800000000763c102	Gr√©vin from the publication Galerie Contemporaine			
Virginia Admiral	/guid/9202a8c04000641f8000000006c133aa			Painting	
