name	id	artworks	associated_periods_or_movements	art_forms	art_series
Terry Allen	/guid/9202a8c04000641f800000000763b378	Black House			
Victor Grippo	/guid/9202a8c04000641f80000000076b8e56	Life, Death, Resurrection			
Marziale Carpinoni	/guid/9202a8c04000641f8000000006bf2a6d			Painting	
Joseph Anton Koch	/guid/9202a8c04000641f8000000007b6fac6				
George Pitt Morison	/guid/9202a8c04000641f8000000006bbb9f3	The Foundation of Perth 1829			
Pietro Nelli	/guid/9202a8c04000641f8000000006eb682e			Painting	
Jerome Liebling	/guid/9202a8c04000641f800000000763c953	Handball Players, Miami Beach			
Jean Baptiste Franois Desoria	/guid/9202a8c04000641f80000000076532f3	Portrait of Constance Pipelet (later Constance de Salm-Dyck)			
Ernest Bieler	/guid/9202a8c04000641f800000000766858d			Painting	
Hakase Mizuki	/guid/9202a8c04000641f8000000006f91943				
James Gardner	/guid/9202a8c04000641f800000000763ce35	Ruins of Norfolk Navy Yard, Virginia			
John Buck	/guid/9202a8c04000641f800000000763bb96	In the Eyes of the Beholder			
Paolo Landriani	/guid/9202a8c04000641f8000000006af5d49			Painting	
Ed Rossbach	/guid/9202a8c04000641f8000000006b3df18				
Albert Sands Southworth and Josiah Johnson Hawes	/guid/9202a8c04000641f800000000763b511	Untitled [Portrait of a Woman],Untitled [Alice Hawes],Untitled [Three Hawes Children: Marion, Alice, and Edward],Untitled [Mother and Two Children],Untitled,Untitled [Interior of a Sculptor's Studio, Possibly Boston or ...			
Tom Rippon	/guid/9202a8c04000641f800000000763b16b	Rip's Table			
W. H. Lawrence	/guid/9202a8c04000641f800000000763c5fe	Castle Gate - Price Canyon			
Jacco Bregonje	/guid/9202a8c04000641f800000000763accd	Divina Chair			
Giulio Viotti	/guid/9202a8c04000641f8000000006c1e56e				
Tomio Miki	/guid/9202a8c04000641f80000000076b910a	Untitled (Ears)			
Edward Wormley	/guid/9202a8c04000641f80000000076541ec	Bench			
Andrew Lawrenceson Smith	/guid/9202a8c04000641f8000000007355e2e				
Jacques Blanchard	/guid/9202a8c04000641f8000000007653ab5	Virgin and Child with Saint Elizabeth and the Infant Saint John the Baptist	Baroque		
Arnold Mesches	/guid/9202a8c04000641f800000000763ba21	Bank of America, from the series Sculpture Americana			
Yamato Yamamoto	/guid/9202a8c04000641f80000000076a8005				
Frank Varela	/guid/9202a8c04000641f8000000006bc38cf				
Mayumi Muroyama	/guid/9202a8c04000641f8000000006f79105				
Brett Reichman	/guid/9202a8c04000641f800000000763b231	A Painting That Tells a Story			
Ferdinando del Cairo	/guid/9202a8c04000641f8000000006b3e7f0			Painting	
Abolhassan Etessami	/guid/9202a8c04000641f8000000006af910b				
Cristoforo Terzi	/guid/9202a8c04000641f8000000006c0498b			Painting	
Jacques Clauzel	/guid/9202a8c04000641f8000000006af491f				
Florence Henri	/guid/9202a8c04000641f800000000763c6c4	Paris,Rome Forum			
Doris Ulmann	/guid/9202a8c04000641f800000000763b44b	Guinea Town, Gloucester,Untitled (South Carolina),Untitled			
Taku Aramasa	/guid/9202a8c04000641f800000000763b9e5	Amache Relocation Camp, CO, 1996, from the series Promised Land			
Jürgen Ovens	/guid/9202a8c04000641f8000000006b5e9b7		Baroque	Painting	
Giulio Cesare Milani	/guid/9202a8c04000641f8000000006c4b40c			Painting	
Joseph Barber	/guid/9202a8c04000641f800000000766e5f8				
Wolfgang Hoyt	/guid/9202a8c04000641f800000000763cb27	Wallace Harrison, Metropolitan Opera House, Lincoln Center, New York, 1966			
Charles Fergus Binns	/guid/9202a8c04000641f80000000076535d3	Bottle Vase			
Charles F. Hamilton	/guid/9202a8c04000641f800000000763cd6f	Untitled [Young Girl in Bloomers],Untitled [Two Prominent Gentleman]			
John DeStefano	/guid/9202a8c04000641f800000000553df99			Painting	
Marcello Venusti	/guid/9202a8c04000641f8000000004779b53			Painting	
Faisal Abdu'allah	/guid/9202a8c04000641f80000000046609a2				
Sueellen Ross	/guid/9202a8c04000641f80000000046ae874			Painting	
Harold cleworth	/guid/9202a8c04000641f80000000047db266				
Massimo Stanzione	/guid/9202a8c04000641f80000000046b468b		Baroque	Painting	
John Philip Falter	/guid/9202a8c04000641f8000000004808203				
Francis Alys	/guid/9202a8c04000641f8000000004f32f2e	The Last Clown,Untitled			
Maxim Vorobiev	/guid/9202a8c04000641f8000000004819d61			Painting	
Giovan Battista Ruoppolo	/guid/9202a8c04000641f800000000463ecb8		Baroque	Painting	
Giovanni Martino Spanzotti	/guid/9202a8c04000641f800000000484ee8e			Painting	
Eugène Isabey	/guid/9202a8c04000641f80000000046d81c4			Painting	
William Gerard Barry	/guid/9202a8c04000641f80000000046ecc54			Painting	
Robert Warren, artist	/guid/9202a8c04000641f80000000046fa696				
James Jaxxa	/guid/9202a8c04000641f8000000004679221			Painting	
Carel Weight	/guid/9202a8c04000641f80000000045f47c6			Painting	
Peter Reginato	/guid/9202a8c04000641f80000000047207e5		Contemporary art	Sculpture	
George Herbert Baker	/guid/9202a8c04000641f80000000047349ca			Painting	
Fujio Yoshida	/guid/9202a8c04000641f80000000046311ba				
Wilfrid Jasper Walter Blunt	/guid/9202a8c04000641f800000000463042e				
Shaul Shats	/guid/9202a8c04000641f80000000046cc514			Painting	
George W. Joy	/guid/9202a8c04000641f80000000046dd546			Painting	
Haruka Fukushima	/guid/9202a8c04000641f800000000476548c				
Pieter van Anraedt	/guid/9202a8c04000641f800000000460d70f				
Yoshio Markino	/guid/9202a8c04000641f800000000466299f				
James Sleator	/guid/9202a8c04000641f800000000476cb8f			Painting	
Joan Hill	/guid/9202a8c04000641f80000000046d56c5				
Mann Izawa	/guid/9202a8c04000641f8000000004740a09				
Brian Reffin Smith	/guid/9202a8c04000641f80000000047869fb				
William Perehudoff	/guid/9202a8c04000641f80000000046060a1			Painting	
Robert Blue	/guid/9202a8c04000641f8000000004855061				
Giovanni da Asola	/guid/9202a8c04000641f8000000004859a09			Painting	
Mark Randall	/guid/9202a8c04000641f8000000003bb9b3c		Stuckism	Painting	
Ivan Semiletov	/guid/9202a8c04000641f8000000005b261b8				
Otakar Sedloň	/guid/9202a8c04000641f80000000046a0297				
Devorah Sperber	/guid/9202a8c04000641f80000000055a9ad7				
Carlo Moscatiello	/guid/9202a8c04000641f8000000005c339e6			Painting	
Carlo Ademollo	/guid/9202a8c04000641f8000000005e289d1			Painting	
Fannie Nampeyo	/guid/9202a8c04000641f80000000046923e7				
Francescantonio Coratoli	/guid/9202a8c04000641f8000000005c30f02		Rococo	Painting	
Antonio Amorosi	/guid/9202a8c04000641f8000000005615899			Painting	
Ceija Stojka	/guid/9202a8c04000641f80000000057bc886				
NZ Art Guild	/guid/9202a8c04000641f800000000567b7f2				
Ayne Bru	/guid/9202a8c04000641f800000000467a56d			Painting	
Jiro Yoshihara	/guid/9202a8c04000641f80000000056f8a9a				
Pier Lorenzo Spoleti	/guid/9202a8c04000641f8000000005aeeb48			Painting	
Maxim Kantor	/guid/9202a8c04000641f800000000559244c				
Franz Anton von Scheidel	/guid/9202a8c04000641f8000000005aa55cc				
Chako Abeno	/guid/9202a8c04000641f800000000558a689				
Vernon Grant	/guid/9202a8c04000641f80000000056e5308				
Ernst William Christmas	/guid/9202a8c04000641f8000000005be6f23			Painting	
Jonathan Yeo	/guid/9202a8c04000641f8000000004855a48			Painting	
Giannicolo da Perugia	/guid/9202a8c04000641f80000000057219f6			Painting	
Peter Coffin	/guid/9202a8c04000641f800000000563ef5e				
Frank Wootton	/guid/9202a8c04000641f80000000047a47d7				
Domenico Puligo	/guid/9202a8c04000641f80000000047229a9			Painting	
Ben Norris	/guid/9202a8c04000641f8000000005a93b83			Painting	
Pietro Bellotti	/guid/9202a8c04000641f8000000005aad47b			Painting	
John Chamberlin	/guid/9202a8c04000641f80000000055c90b5				
Silvestro Chiesa	/guid/9202a8c04000641f8000000005af6608			Painting	
Giovanni Camillo Sagrestani	/guid/9202a8c04000641f800000000464777b			Painting	
Percy Spence	/guid/9202a8c04000641f8000000005704554				
Jacques Gabriel	/guid/9202a8c04000641f800000000468b3a8				
Miguel Condé	/guid/9202a8c04000641f80000000056e164a			Painting	
Felice Torelli	/guid/9202a8c04000641f800000000484022c			Painting	
Cecilia Alvarez	/guid/9202a8c04000641f80000000056a1c01				
Sarkis Ordyan	/guid/9202a8c04000641f800000000472ff97			Painting	
Pieter Codde	/guid/9202a8c04000641f8000000005bd7234	Company of Captain Reinier Reael,A Young Student at His Desk: Melancholy,Cavaliers and Ladies	Dutch Golden Age,Baroque	Painting	
Caniglia	/guid/9202a8c04000641f800000000468fcc1		Abstract expressionism	Painting,Drawing,Photography	
Jacopo Nani	/guid/9202a8c04000641f8000000005e110cf			Painting	
Albertas Gurskas	/guid/9202a8c04000641f800000000b52ae81			Painting	
Henri-Gabriel Ibels	/guid/9202a8c04000641f800000000c480559		Les Nabis		
Urs Lüthi	/guid/9202a8c04000641f800000000b545fc7			Painting	
Edith Hamlin	/guid/9202a8c04000641f800000000b3c1af8				
Paul Camenisch	/guid/9202a8c04000641f800000000b530099			Painting	
John Wollaston	/guid/9202a8c04000641f800000000be96ffa				
Antoine Vollon	/guid/9202a8c04000641f800000000aa3f64b	Mound of Butter		Painting	
Augusto Giacometti	/guid/9202a8c04000641f800000000b5573a1			Painting	
Robert Campin (Master of Flemalle)	/guid/9202a8c04000641f800000000a9b1110	The Crucified Thief			
Ihor Podolchak	/guid/9202a8c04000641f800000000a1eb887			Painting	
Fritz Glarner	/guid/9202a8c04000641f800000000b51fcba			Painting	
Louise Seidler	/guid/9202a8c04000641f800000000a4b1db0				
Dieter Rübsaamen	/guid/9202a8c04000641f800000000b8fd5b3			Painting	
De Scott Evans	/guid/9202a8c04000641f80000000090b0d4a				
David Lorenz	/guid/9202a8c04000641f800000000874caee			Painting	
Akira Narita	/guid/9202a8c04000641f8000000008ec8d39				
John Adams Ten Eyck III	/guid/9202a8c04000641f8000000008d13d99				
Laureano Barrau	/guid/9202a8c04000641f8000000008ecc998		Impressionism	Painting	
David Blatherwick	/guid/9202a8c04000641f800000000874fe5d				
William Stout	/guid/9202a8c04000641f80000000093f0d72			Painting	
Bartolomeo di Giovanni	/guid/9202a8c04000641f8000000008d21bf5				
Henry Kondracki	/guid/9202a8c04000641f80000000087b6095				
E.O. Plauen	/guid/9202a8c04000641f8000000008d1bd6c				
Kenneth G. Mills	/guid/9202a8c04000641f8000000009637ea7			Painting	
Louis Galloche	/guid/9202a8c04000641f800000000a2235d3				
Zhao Hongbin	/guid/9202a8c04000641f8000000008e0fb27				
Jean Joseph Vaudechamp	/guid/9202a8c04000641f8000000008ead4d3				
Sarah Choate Sears	/guid/9202a8c04000641f800000000909ac03				
Derek Davis	/guid/9202a8c04000641f800000000926667d			Painting	
Theodor von Holst	/guid/9202a8c04000641f80000000081302cd		Romanticism		
Henry Brown Fuller	/guid/9202a8c04000641f8000000009d5a976				
Adomas Galdikas	/guid/9202a8c04000641f800000000a1f4170			Painting	
Friedrich Traffelet	/guid/9202a8c04000641f8000000008bc33be				
Alfred Hallett	/guid/9202a8c04000641f800000000927a754				
Mario Radice	/guid/9202a8c04000641f8000000009283d96			Painting	
Elenore Abbott	/guid/9202a8c04000641f800000000820ecc0				
Juan Cancio Barreto	/guid/9202a8c04000641f800000000861a6af				
Diana Vick	/guid/9202a8c04000641f800000000beaa578				
Andy White	/guid/9202a8c04000641f8000000003642e78				
Josonia Palaitis	/guid/9202a8c04000641f8000000000989538				
Helen Farr Sloan	/guid/9202a8c04000641f8000000000bece49			Painting	
John Anster Fitzgerald	/guid/9202a8c04000641f8000000000c78704				
Zamy Steynovitz	/guid/9202a8c04000641f8000000000d578fd				
John Cassidy	/guid/9202a8c04000641f8000000000f042da				
William Crozier	/guid/9202a8c04000641f800000000095993f				
Lee Gatch	/guid/9202a8c04000641f8000000000e10773			Painting	
Masami Tsuda	/guid/9202a8c04000641f8000000000b6f7f9				
Cildo Meireles	/guid/9202a8c04000641f8000000000d9c300		Contemporary art,Conceptual art		
Jessie Marion King	/guid/9202a8c04000641f80000000009ea307			Painting	
Jēkabs Kazaks	/guid/9202a8c04000641f8000000000a8d033				
Adam Cvijanovic	/guid/9202a8c04000641f8000000000d97dfe				
Alberto Morrocco	/guid/9202a8c04000641f8000000000a44bde			Painting	
Cecilia Lundqvist	/guid/9202a8c04000641f8000000000d97ec4		Contemporary art		
Lee J. Ames	/guid/9202a8c04000641f80000000011bed01			Painting	
Julius von Blaas	/guid/9202a8c04000641f8000000000d9789d			Painting	
Martin Maloney	/guid/9202a8c04000641f8000000000b6c76d			Painting	
Veronica Ruiz de Velasco	/guid/9202a8c04000641f8000000000bc0322			Painting	
Nikolai Mylnikov	/guid/9202a8c04000641f8000000000d1bd0d			Painting	
Frank Sydney Spears	/guid/9202a8c04000641f8000000000a43168				
Karel Škréta	/guid/9202a8c04000641f8000000000a36098			Painting	
Paul Kane	/guid/9202a8c04000641f8000000000cb4045			Painting	
Julio Galán	/guid/9202a8c04000641f8000000000ea856b			Painting	
Allan Houser	/guid/9202a8c04000641f8000000000b128ae			Mural,Sculpture,Painting,Drawing	
Januarius Zick	/guid/9202a8c04000641f80000000011c0d2b				
Makron	/guid/9202a8c04000641f8000000000e23191				
Taeko Watanabe	/guid/9202a8c04000641f800000000090d850				
Thomas Dewing	/guid/9202a8c04000641f80000000005f9d1a	Summer (1890),Lady in Green and Grey,In the Garden	American Impressionism	Painting	
Aelbert Cuyp	/guid/9202a8c04000641f80000000000083c6	The Maas at Dordrecht,The Negro Page,Ships Tossed in a Gale,River Landscape with Horsemen,Orpheus with Animals in a Landscape	Baroque,Dutch Golden Age	Painting	
Charles Grafly	/guid/9202a8c04000641f80000000004b7ec7			Sculpture	
Antoine Bourdelle	/guid/9202a8c04000641f800000000013372e	Head of Apollo,La Pythie Philippise,Hercules killing the birds of the Lake Stymphalis		Sculpture	
Arthello Beck	/guid/9202a8c04000641f800000000045d7ed			Painting	
Max Slevogt	/guid/9202a8c04000641f8000000000a26bc2		Impressionism		
Jacek Malczewski	/guid/9202a8c04000641f80000000009de45e			Painting	
Adrian van de Velde	/guid/9202a8c04000641f800000000037b969	The Farm,The Hut	Baroque	Painting	
Alice Neel	/guid/9202a8c04000641f8000000000429159	Kenneth Fearing		Painting	
François-Joseph Navez	/guid/9202a8c04000641f80000000007f17fe			Painting	
Joe Mangrum	/guid/9202a8c04000641f80000000005d9a80				
Antonello da Messina	/guid/9202a8c04000641f8000000000195d59	Virgin Annunciate,Ecce Homo,Il Condottiero,Christ at the Column,Male portraits by Antonello da Messina,Virgin Annunciate,Crucifixion,St Jerome in His Study,St. Jerome and Abraham panels,St. Sebastian,Madonna Salting	Italian Renaissance	Painting	
Charles Wellington Furse	/guid/9202a8c04000641f800000000088b772	Decorative Spandrels of Liverpool Town Hall			
Melanthius	/guid/9202a8c04000641f80000000005019f2			Painting	
Kinuko Y. Craft	/guid/9202a8c04000641f8000000000425841				
Cal Schenkel	/guid/9202a8c04000641f800000000054a2e2			Painting	
Alfred Stevens	/guid/9202a8c04000641f8000000000620e1d	Hesitation (Madame Morteaux ?)	Academic art		
Alonzo Cano	/guid/9202a8c04000641f80000000006e2967		Baroque	Painting	
Jan Styka	/guid/9202a8c04000641f80000000007f9d84				
Gradimir Smudja	/guid/9202a8c04000641f80000000003616d0			Painting	
Ansel Adams	/guid/9202a8c04000641f8000000000093b80	Trees in Snow in Front of the Ahwahnee Hotel, Yosemite Valley, California,Zabriskie Point, Death Valley National Monument, California, from Portfolio...,A Grove of Tamarack Pine, Near Timber Line, from...,Vine and Rock, Island of Hawaii, T.H., from Portfolio One: Twelve...,Dead Tree, Owens Valley,Diego Rivera Painting the Fresco ?Still Life and Blossoming Almond Trees?...,Tanaya Creek, Dogwood Rain,Oak Tree, Snow Storm, Yosemite, from Portfolio One: Twelve Photographic Prints,Alfred Stieglitz, an American Place, New York , from Portfolio One: Twelve ...,Jos√© Clemente Orozco, New York City,Frozen Lake and Cliffs, Sierra Nevada, Sequoia National Park, California,Taos, New Mexico,Barn, Cape Cod, Massachusetts,Boards, San Francisco,Untitled (Glass, Decanter, and Bowl),Winter -- Yosemite Valley, California,Clouds and Hills (South San Francisco),At Chinese Camp, California,Clouds, from Tunnel Overlook, Yosemite National Park, California,Mount McKinley and Wonder Lake, Denali National Park and Preserve, Alaska,Grass and Pool,Pine Branch in Snow, Yosemite Valley, California,Clouds?New Mexico,Mount Resplendent, Jasper National Park, Canada,Jackson Lake in foreground, with Teton Range in background		Photography	
Nampeyo	/guid/9202a8c04000641f800000000030315c				
Lalo Alcaraz	/guid/9202a8c04000641f80000000007f2860				
Pietro da Cortona	/guid/9202a8c04000641f800000000026ea2c		Baroque	Painting	
Antoni Tàpies	/guid/9202a8c04000641f8000000000847920	Gray Relief on Black	Abstract expressionism	Painting,Sculpture	
Richard Lippold	/guid/9202a8c04000641f800000000043df48			Sculpture	
Francisco Herrera the Elder	/guid/9202a8c04000641f80000000005fed47		Baroque		
George David Coulon	/guid/9202a8c04000641f80000000007e16b8				
Thomas Nast	/guid/9202a8c04000641f800000000003c6fb				
John Cutruzzola	/guid/9202a8c04000641f8000000000155858				
Dušan Otašević	/guid/9202a8c04000641f80000000007e9696				
Winslow Homer	/guid/9202a8c04000641f80000000001cbce3	Breezing Up,Croquet Scene,Coast of Maine,The Herring Net,The Gulf Stream,At the Window,Rowing Home,Right and Left,Answering the Horn,The Life Line,Peach Blossoms,Eight Bells,The Veteran in a New Field,The Blue Boat,Prisoners from the Front,West Point, Prout's Neck,The Carnival,Fox Hunt,Snap the Whip,Mount Washington	Realism,Tile Club	Painting,Drawing	
Sam Gilliam	/guid/9202a8c04000641f80000000009aec21			Painting	
Hendrik Christian Andersen	/guid/9202a8c04000641f8000000000a065a8			Painting	
John Coplans	/guid/9202a8c04000641f800000000095af96				
Alexander Rodchenko	/guid/9202a8c04000641f800000000035f15f				
Ernest Crichlow	/guid/9202a8c04000641f80000000008d3c20			Painting	
Robert Frederick Blum	/guid/9202a8c04000641f80000000007d2196				
Anton Mauve	/guid/9202a8c04000641f80000000005c9ba5		Hague School,Realism	Painting	
Adriaen de Vries	/guid/9202a8c04000641f8000000000566d7d	Neptune,Hercules Pomarius,Laocoon,Wrestlers,Bacchus,Mercury,Mercury and Psyche,Venus and Adonis,Hercules,Venus and Adonis,Ceres,Christ at the Column,Apollo	Mannerism	Sculpture	
Francis Picabia	/guid/9202a8c04000641f80000000000b131f	Portrait of a Couple,Untitled (Match-Woman I),This Has to Do with Me,Ttes-paysage,\\"M'Amenez-y\\",Comic Wedlock,Edtaonisl (Clergyman),Conversation II,I See Again in Memory My Dear Udnie	Surrealism,Section d'Or	Painting	
Esther Howland	/guid/9202a8c04000641f80000000007615b2				
Nadya Rusheva	/guid/9202a8c04000641f80000000005da5f4			Painting	
Aniello Falcone	/guid/9202a8c04000641f80000000002050e7			Painting	
Chris Burden	/guid/9202a8c04000641f80000000001d252a		Conceptual art,Contemporary art		
Arnold Böcklin	/guid/9202a8c04000641f800000000037d915	Isle of the Dead	Symbolism,Vienna Secession	Painting	
Henry Jones Thaddeus	/guid/9202a8c04000641f800000000067d92b			Painting	
Anthony Ruby	/guid/9202a8c04000641f800000000086a4bf				
Ad Reinhardt	/guid/9202a8c04000641f800000000038bb3c	Abstract Painting, Red,#12-1955-56,Number 107,Abstract Painting,Abstract Painting (Blue),Abstract Painting,Abstract Painting	Abstract expressionism,Hard-edge painting	Painting	
Jacques Villeglé	/guid/9202a8c04000641f8000000000aee686		Ultra-Lettrist,New realism		
Lloyd Rees	/guid/9202a8c04000641f8000000000856fac			Painting	
Joseph Raffael	/guid/9202a8c04000641f8000000000a48a04			Painting	
Karen Finley	/guid/9202a8c04000641f80000000008b1f1d				
Quintus Pedius	/guid/9202a8c04000641f80000000005d2059				
Filomena Linčiūtė-Vaitiekūnienė	/guid/9202a8c04000641f800000000b543f69			Painting	
Otto Gleichmann	/guid/9202a8c04000641f800000000b3d35d4				
Wenzel Hablik	/guid/9202a8c04000641f800000000a7fce2c				
Gojko Berkuljan	/guid/9202a8c04000641f8000000009ef9081				
Albinas Elskus	/guid/9202a8c04000641f800000000b547ac7			Painting	
Marty Fielding	/guid/9202a8c04000641f8000000009fbb0a0			Ceramics	
Ignas Budrys	/guid/9202a8c04000641f800000000b504f37			Painting	
Salvador Gonzáles Escalona	/guid/9202a8c04000641f800000000a1dd52e			Painting	
Enrico Castellani	/guid/9202a8c04000641f8000000009435a55				
Caspar Gras	/guid/9202a8c04000641f8000000009d8ee19		Baroque		
Heinrich Altherr	/guid/9202a8c04000641f800000000b54f4e5			Painting	
Barent Avercamp	/guid/9202a8c04000641f8000000009d8eef4		Baroque		
Josabeth Sjöberg	/guid/9202a8c04000641f800000000af2b709				
Piero Della Francesca	/guid/9202a8c04000641f800000000b8fdb58				
Alice Rahon	/guid/9202a8c04000641f800000000ad2ad40		Surrealism	Painting	
Lothar Baumgarten	/guid/9202a8c04000641f80000000093ff2e8			Installation art	
Claudio Baccalà	/guid/9202a8c04000641f800000000b5303f3			Painting	
F. Luis Mora	/guid/9202a8c04000641f800000000a1e30a9				
Joan Snyder	/guid/9202a8c04000641f800000000a2155f7				
Philippe Derome	/guid/9202a8c04000641f800000000c3f85a0				
Amano Yoichi	/guid/9202a8c04000641f800000000c402b38				
Richard Francisco	/guid/9202a8c04000641f800000000763ce11	Urban Compass			
Arnold Zimmerman	/guid/9202a8c04000641f8000000006bf123e				
Charles Henry Granger	/guid/9202a8c04000641f800000000733fdce				
Masahisa Fukase	/guid/9202a8c04000641f800000000763b354	Seikan Ferry Boat, from the series The Solitude of Ravens,Rebun Island, from the series The Solitude of Ravens,Ravens, Wakkanai			
John Bennett	/guid/9202a8c04000641f80000000076536c8	Plaque			
Rachel Harrison	/guid/9202a8c04000641f80000000076b8e32	Alexander the Great			
Thomas P. Riccio	/guid/9202a8c04000641f8000000006b529c6				
Anita Chanda Peace	/guid/9202a8c04000641f80000000076a1a79				
Boym Design Studio	/guid/9202a8c04000641f800000000763b662	Oklahoma City Federal Building, from the series Buildings of Disaster,The World Trade Center, from the series Buildings of Disaster,Chernobyl, from the series Buildings of Disaster,The Unabomber's Cabin, from the series Buildings of Disaster,The Watergate, from the series Buildings of Disaster,Texas School Book Depository, from the series Buildings of Disaster			
J. Daziaro	/guid/9202a8c04000641f800000000763cb03	Moscow			
Martha Rosler	/guid/9202a8c04000641f800000000763ad9f	The Bowery in two inadequate descriptive systems,Secrets from the Street: No Disclosure,If It's Too Bad to Be True, It Could Be DISINFORMATION			
Ramón Gaya	/guid/9202a8c04000641f800000000734e284			Drawing,Painting	
Jean-Joseph Carris	/guid/9202a8c04000641f8000000007653397	Le Grenouillard (\\"Frog-Man\\")			
Jacques Schnier	/guid/9202a8c04000641f800000000763b6e1	Buzzy Perry 10 Years,Double-Horned Kite,Pak Kwai Mau			
Kuth/Ranieri Architects	/guid/9202a8c04000641f800000000763ca3d	Horizon House			
Ferdinando Ongania	/guid/9202a8c04000641f800000000763a983	Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Ponte Di Rialto E Palazzo Detto Dei Camerlenghi (Rialto Bridge and ...,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Rio o canale di S. Rocco ed angolo della Scuola Omonima (The Canal of Saint...),Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Calla Della Madonna (The Street of Our Lady), from the book Calli e Canali ...,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Rio o canale di S. Rocco ed angolo della Scuola Omonima (The Canal of Saint...),Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice,Streets and Canals in Venice			
Francesco Benaglio	/guid/9202a8c04000641f8000000006be60f4			Painting	
Jeremy Blake	/guid/9202a8c04000641f800000000763c2fa	Century 21, from the Winchester series,1906, from the Winchester series,Winchester, from the Winchester series,Guccinam			
Bill Owens	/guid/9202a8c04000641f800000000763ab29	Tidy Bowl, Walnut Creek,Vacation Bible School, Livermore, CA,Untitled (Ice cream man?,W-851 (Portrait of Robert Bechtle),World Savings opening day 1975, from the series...,We're really happy. Our kids are healthy, we eat good food and we have a...,NONE,Fourth of July Block Party...,4th of July Parade, Livermore, California,Untitled (Couple by BBQ), from the series Suburbia,Our house is built with the living room in the back...			
Giuseppe Bastiani	/guid/9202a8c04000641f8000000005aa91f4			Painting	
Jacob Patinir	/guid/9202a8c04000641f8000000007653e67	Landscape with the Penitent Saint Jerome			
Tatsuma Ejiri	/guid/9202a8c04000641f80000000076a7a2c				
Martin Ryckaert	/guid/9202a8c04000641f8000000005b338f9		Baroque	Painting	
Federico Brunori	/guid/9202a8c04000641f8000000006bbb922			Painting	
Mel Rubi	/guid/9202a8c04000641f800000000769bd86				
Giovanni Stefano Verdura	/guid/9202a8c04000641f8000000005ae6eb5			Painting	
Doug Hall	/guid/9202a8c04000641f800000000763b0f3	The Terrible Uncertainty of the Thing Described,Gene Autry Rock, Alabama Hills, California			
Rineke Dijkstra	/guid/9202a8c04000641f800000000763c5da	The Buzz Club, Liverpool, England/Mysteryworld, Zaandam, Netherlands,Hilton Head Island, SC USA, June 24, 1992,Odessa, Ukraine, August 4, 1993,Beach Portraits,Long Island, NY, USA, July 1, 1993,Annemiek, February 11, 1997			
Antoine Auguste Ernest Hbert	/guid/9202a8c04000641f800000000765315c	On Guard			
Henry Ulke	/guid/9202a8c04000641f8000000006bacf21				
Stepan Aghajanian	/guid/9202a8c04000641f8000000006f91f48				
Richard Artschwager	/guid/9202a8c04000641f800000000763bb72	Triptych III,Untitled (formerly Box)			
Bernardo López Piquer	/guid/9202a8c04000641f8000000005e42839				
Julio Castellanos	/guid/9202a8c04000641f80000000076b8d6c	The Angel Kidnappers			
